round,client_id,accuracy,loss
0,0,0.3,1.106903805732727
0,1,0.31333333333333335,1.1050385920206707
1,0,0.66,0.8414263677597046
1,1,0.5933333333333334,0.8794734827677408
2,0,0.73,0.6753971934318542
2,1,0.7,0.7194147618611654
3,0,0.72,0.7000466704368591
3,1,0.7266666666666667,0.6545814514160156
4,0,0.77,0.6057436001300812
4,1,0.7466666666666667,0.6340483156840007
5,0,0.73,0.5607849025726318
5,1,0.7266666666666667,0.6177734311421712
6,0,0.77,0.5301735818386077
6,1,0.7933333333333333,0.5199518966674804
7,0,0.8,0.4843764555454254
7,1,0.7866666666666666,0.4789749336242676
8,0,0.82,0.4611912053823471
8,1,0.84,0.4253859392801921
9,0,0.79,0.4437757408618927
9,1,0.82,0.43653278350830077
10,0,0.83,0.423251274228096
10,1,0.8533333333333334,0.4206686274210612
0,0,0.31,1.0831443881988525
0,1,0.3466666666666667,1.0902781422932943
1,0,0.54,0.9615980529785156
1,1,0.4533333333333333,1.1380487950642904
2,0,0.6,0.8599257111549378
2,1,0.58,0.8545524215698242
