round,global_accuracy
0,0.22333333333333333
1,0.48
2,0.48
3,0.55
4,0.5833333333333334
5,0.5766666666666667
6,0.8466666666666667
7,0.7666666666666667
8,0.5733333333333334
9,0.8266666666666667
10,0.7233333333333334
