round,global_accuracy
0,0.2966666666666667
1,0.52
2,0.6033333333333334
3,0.74
4,0.75
5,0.8033333333333333
6,0.7233333333333334
7,0.78
8,0.84
9,0.8166666666666667
10,0.84
