round,client_id,accuracy,loss
0,0,0.3684210526315789,1.0969199255893105
0,1,0.4247787610619469,1.0965702597018891
1,0,0.42105263157894735,2.2748121713337146
1,1,0.7433628318584071,0.5837737817679887
2,0,0.5,2.6519086235447933
2,1,0.8407079646017699,0.4470610407601416
3,0,0.5,2.8373415595606755
3,1,0.8584070796460177,0.38543050479044955
4,0,0.5526315789473685,3.2201206558629085
4,1,0.8584070796460177,0.3452621476840129
5,0,0.5526315789473685,3.8253786940323677
5,1,0.8230088495575221,0.3349276517344787
6,0,0.5526315789473685,4.102519989013672
6,1,0.8407079646017699,0.314336759854207
7,0,0.5263157894736842,4.461286544799805
7,1,0.8053097345132744,0.3580412906883037
8,0,0.5526315789473685,4.498751088192589
8,1,0.8761061946902655,0.28844948152525235
9,0,0.5526315789473685,5.330567359924316
9,1,0.8495575221238938,0.24960151604846514
10,0,0.5526315789473685,6.301887361626876
10,1,0.8495575221238938,0.2504036743029029
0,0,0.3684210526315789,1.0969199255893105
0,1,0.4247787610619469,1.0965702597018891
1,0,0.4473684210526316,3.090351330606561
1,1,0.7522123893805309,0.49890610180069916
2,0,0.47368421052631576,2.8545233826888237
2,1,0.8230088495575221,0.4995716398796149
3,0,0.5263157894736842,3.3363243153220727
3,1,0.831858407079646,0.40927712263259214
4,0,0.5,4.053343873274954
4,1,0.831858407079646,0.38965177957990527
5,0,0.5526315789473685,4.877745678550319
5,1,0.8407079646017699,0.35301551987639573
6,0,0.5526315789473685,5.593604941117136
6,1,0.8407079646017699,0.3262545745984643
7,0,0.5526315789473685,5.493575598064222
7,1,0.8584070796460177,0.30698065209177744
8,0,0.5526315789473685,5.415828604447214
8,1,0.8849557522123894,0.29605109712718863
9,0,0.5526315789473685,6.78013831690738
9,1,0.8938053097345132,0.2519691475724752
10,0,0.5526315789473685,5.214777745698628
10,1,0.8938053097345132,0.2674463702514108
0,0,0.3684210526315789,1.0969199255893105
0,1,0.4247787610619469,1.0965702597018891
1,0,0.47368421052631576,2.585141106655723
1,1,0.7433628318584071,0.5230897295791491
2,0,0.5,2.6084066943118445
2,1,0.8849557522123894,0.43267229806005425
3,0,0.5,2.963076215041311
3,1,0.8495575221238938,0.4032743504617067
4,0,0.5526315789473685,3.5774902795490466
4,1,0.831858407079646,0.38089843344899404
5,0,0.5526315789473685,4.6585260441428735
5,1,0.831858407079646,0.34488354741999533
6,0,0.5526315789473685,4.348689405541671
6,1,0.831858407079646,0.3339958486303819
7,0,0.5526315789473685,5.325803656327097
7,1,0.8672566371681416,0.2991157295429601
8,0,0.5526315789473685,5.324554142199065
8,1,0.8761061946902655,0.28061162897970826
9,0,0.5526315789473685,5.849358759428325
9,1,0.8849557522123894,0.24590435281264045
10,0,0.5526315789473685,5.024206111305638
10,1,0.8672566371681416,0.2804737428648282
0,0,0.5263157894736842,1.0779000081514056
0,1,0.21238938053097345,1.1191711256989336
1,0,0.5,3.373552447871158
1,1,0.7964601769911505,0.4931152731971403
2,0,0.47368421052631576,3.4101823003668534
2,1,0.7964601769911505,0.4415017355859807
3,0,0.5263157894736842,4.184845497733669
3,1,0.8672566371681416,0.3786296338106679
4,0,0.5,3.5131163095173084
4,1,0.8584070796460177,0.354428979147852
5,0,0.5,3.564186322061639
5,1,0.8407079646017699,0.3627519143366181
6,0,0.5263157894736842,3.421718722895572
6,1,0.9203539823008849,0.2836854478954214
7,0,0.5263157894736842,5.294238341482062
7,1,0.911504424778761,0.26016352239963225
8,0,0.5263157894736842,4.714234703465512
8,1,0.9380530973451328,0.2540862876757056
9,0,0.5263157894736842,4.609636080892463
9,1,0.911504424778761,0.2554107303113009
10,0,0.5526315789473685,4.9399869818436475
10,1,0.9469026548672567,0.24395244311442418
