round,global_accuracy
0,0.22333333333333333
1,0.4766666666666667
2,0.4766666666666667
3,0.4766666666666667
4,0.4766666666666667
5,0.4766666666666667
6,0.57
7,0.72
8,0.7066666666666667
9,0.76
10,0.77
