round,global_accuracy
0,0.22333333333333333
1,0.4766666666666667
2,0.56
3,0.5166666666666667
4,0.76
5,0.7866666666666666
6,0.8
7,0.8066666666666666
8,0.7033333333333334
9,0.84
10,0.7633333333333333
