round,global_accuracy
0,0.22333333333333333
1,0.48
2,0.48
3,0.48
4,0.48
5,0.49666666666666665
6,0.7066666666666667
7,0.5
8,0.7333333333333333
9,0.5666666666666667
10,0.6633333333333333
