round,client_id,accuracy,loss
0,0,0.29,1.1079415559768677
0,1,0.28,1.1076301145553589
1,0,0.48,1.0636145639419556
1,1,0.44,1.1200578141212463
2,0,0.66,0.775962119102478
2,1,0.62,0.8473003363609314
3,0,0.74,0.6399564456939697
3,1,0.67,0.7037559413909912
4,0,0.73,0.5984256076812744
4,1,0.71,0.6629339671134948
5,0,0.79,0.5585302686691285
5,1,0.74,0.619237654209137
6,0,0.83,0.5051767766475678
6,1,0.75,0.5604545879364013
7,0,0.77,0.535427520275116
7,1,0.77,0.5922245919704437
8,0,0.81,0.4523779392242432
8,1,0.76,0.5288603150844574
9,0,0.78,0.5570325541496277
9,1,0.74,0.6160107243061066
10,0,0.83,0.4375028455257416
10,1,0.77,0.5034074318408966
