round,client_id,accuracy,loss
0,0,0.34,1.0994022750854493
0,1,0.24,1.1106913232803344
1,0,0.62,0.8919600677490235
1,1,0.56,0.9536405420303344
2,0,0.72,0.7148607063293457
2,1,0.71,0.7623938775062561
3,0,0.86,0.5916553306579589
3,1,0.78,0.6829239797592163
4,0,0.84,0.5711825942993164
4,1,0.73,0.7476355266571045
5,0,0.8,0.5252824020385742
5,1,0.74,0.6108662462234498
6,0,0.74,0.551093692779541
6,1,0.75,0.6130402839183807
7,0,0.84,0.4540818405151367
7,1,0.78,0.565651673078537
8,0,0.78,0.5094116687774658
8,1,0.81,0.5362852895259858
9,0,0.86,0.42033995628356935
9,1,0.8,0.5052493727207183
10,0,0.86,0.4209334945678711
10,1,0.8,0.4746854031085968
