round,global_accuracy
0,0.22333333333333333
1,0.4766666666666667
2,0.4766666666666667
3,0.4766666666666667
4,0.4866666666666667
5,0.49666666666666665
6,0.48
7,0.5766666666666667
8,0.75
9,0.6133333333333333
10,0.7666666666666667
