round,loss,accuracy
0,1.189366912841797,0.23
1,11.639697723388672,0.46
2,6.398202314376831,0.46
3,1.2611044812202454,0.61
4,1.2166070759296417,0.61
5,1.361686150431633,0.58
6,1.2214786338806152,0.69
7,0.565993031412363,0.79
8,0.5221308743953705,0.8
9,0.6406349956989288,0.83
10,0.6806044966727495,0.83
0,1.189366912841797,0.23
1,2.6466935110092162,0.46
2,3.9432225751876833,0.46
3,3.143844392299652,0.46
4,0.7079565215110779,0.8
5,0.8923073434829711,0.69
6,2.364612672328949,0.46
7,1.384185436964035,0.62
8,0.43357866823673247,0.89
9,0.3728659600019455,0.87
10,2.2216530323028563,0.57
0,1.189366912841797,0.23
1,3.3214595556259154,0.46
2,3.568192548751831,0.46
3,1.5916996598243713,0.64
4,1.6406540417671203,0.6
5,1.089660587310791,0.67
6,1.3762385004758835,0.64
7,2.987907638549805,0.5
8,1.1198699474334717,0.62
9,1.1464682663977146,0.73
10,0.607577871978283,0.79
0,1.189366912841797,0.23
1,3.455715341567993,0.46
2,3.289364948272705,0.48
3,10.181332559585572,0.46
4,0.6766686463356018,0.71
5,0.5682921811938286,0.82
6,1.6731568670272827,0.58
7,0.6802881899476051,0.74
8,0.8671991062164307,0.66
9,0.3818932431936264,0.86
10,1.5299955558776857,0.52
