round,global_accuracy
0,0.22333333333333333
1,0.48
2,0.48
3,0.48
4,0.48
5,0.48333333333333334
6,0.72
7,0.7633333333333333
8,0.5566666666666666
9,0.7766666666666666
10,0.7266666666666667
