round,client_id,accuracy,loss
0,0,0.13157894736842105,1.1186200694033974
0,1,0.25663716814159293,1.1092769656561117
0,2,0.36486486486486486,1.103973878396524
1,0,0.2631578947368421,2.5221631150496635
1,1,0.46017699115044247,1.9073669298560219
1,2,0.5337837837837838,1.5642796464868494
2,0,0.2631578947368421,1.29681218297858
2,1,0.49557522123893805,1.0787149614992395
2,2,0.5405405405405406,0.9253997673859468
3,0,0.3684210526315789,1.7429884232972797
3,1,0.5575221238938053,0.9180233204259282
3,2,0.5337837837837838,1.4475633646990802
4,0,0.3157894736842105,1.31353423469945
4,1,0.5486725663716814,1.0234153207424468
4,2,0.5405405405405406,0.9512304357580237
5,0,0.42105263157894735,1.4533791542053223
5,1,0.5752212389380531,0.9234521241314644
5,2,0.5337837837837838,1.1182156511255212
6,0,0.42105263157894735,1.285689993908531
6,1,0.5929203539823009,0.8959958405621284
6,2,0.5405405405405406,0.9523130494195062
7,0,0.5263157894736842,1.1347874214774685
7,1,0.5929203539823009,0.9473318420680223
7,2,0.6418918918918919,0.7977740313555743
8,0,0.5526315789473685,1.144134759902954
8,1,0.6637168141592921,0.7580755284402223
8,2,0.5878378378378378,0.9119311538902489
9,0,0.5789473684210527,1.0722346054880243
9,1,0.6283185840707964,0.8647525922387047
9,2,0.6756756756756757,0.7878535244915936
10,0,0.631578947368421,0.9972956055089047
10,1,0.6814159292035398,0.6598020148488273
10,2,0.6418918918918919,0.834494552096805
