round,global_accuracy
0,0.48
1,0.48
2,0.48
3,0.48
4,0.48
5,0.48
6,0.6233333333333333
7,0.7633333333333333
8,0.7733333333333333
9,0.7966666666666666
10,0.7666666666666667
