round,loss,accuracy
0,1.1416917165120444,0.31333333333333335
1,7.15552968343099,0.37333333333333335
2,3.1407188415527343,0.37333333333333335
3,2.0088993326822915,0.4533333333333333
4,0.7171147664388021,0.7133333333333334
5,0.46792548497517905,0.8
6,0.718148193359375,0.76
7,0.22251592953999838,0.9133333333333333
8,0.5910628255208333,0.8066666666666666
9,0.3424659252166748,0.8666666666666667
10,0.496243896484375,0.7666666666666667
0,1.1220103073120118,0.31333333333333335
1,4.483820546468099,0.37333333333333335
2,4.197129160563151,0.42
3,1.2150379816691081,0.58
4,0.8315028762817382,0.6933333333333334
5,0.7012101745605469,0.72
6,0.3516579500834147,0.8533333333333334
7,0.32953638076782227,0.84
8,0.32661513964335126,0.8733333333333333
9,0.8789255142211914,0.6733333333333333
10,0.3682150681813558,0.8533333333333334
0,1.1274800237019857,0.31333333333333335
1,5.144160461425781,0.37333333333333335
2,1.3795134989420572,0.5
3,2.613966318766276,0.37333333333333335
4,0.3745118141174316,0.86
5,0.36662595748901367,0.8866666666666667
6,0.639044984181722,0.7866666666666666
7,0.6765546480814616,0.7333333333333333
8,1.0113563346862793,0.68
9,0.7615880076090494,0.7866666666666666
10,0.42877792994181313,0.84
0,1.1513379669189454,0.32
1,9.407637329101563,0.37333333333333335
2,5.578854268391927,0.37333333333333335
3,1.5431704457600912,0.5
4,2.472310333251953,0.4666666666666667
5,0.4723467191060384,0.84
6,0.3546971543629964,0.88
7,0.4916583379109701,0.8066666666666666
8,0.4406865692138672,0.8266666666666667
9,1.0147780609130859,0.6666666666666666
10,0.5488624699910482,0.8333333333333334
