round,loss,accuracy
0,1.1022711086273194,0.31
1,0.8822356796264649,0.56
2,0.8819593954086303,0.62
3,0.6689145183563232,0.73
4,0.6285118341445923,0.75
5,0.5366765689849854,0.79
6,0.49346152782440184,0.79
7,0.48732303142547606,0.81
8,0.48576109886169433,0.85
9,0.4655846309661865,0.81
10,0.5471144962310791,0.77
0,1.1022711086273194,0.31
1,1.0207116460800172,0.42
2,0.7798502588272095,0.68
3,0.7191785430908203,0.69
4,0.6279381275177002,0.77
5,0.5706541824340821,0.77
0,1.0732467126846315,0.51
1,0.9316169643402099,0.51
2,0.8135844969749451,0.64
3,1.0260917282104491,0.32
4,0.7837176251411438,0.71
5,0.7040770506858826,0.73
6,0.604626920223236,0.79
7,0.6212433910369873,0.77
8,0.6321744441986084,0.73
9,0.5214678049087524,0.77
10,0.4777683234214783,0.82
0,1.1105664157867432,0.26
1,0.8129850006103516,0.68
2,0.7894971609115601,0.76
3,0.6564268732070923,0.76
4,0.5741574430465698,0.82
5,0.5459770441055298,0.81
6,0.4874639892578125,0.86
7,0.465092339515686,0.8
8,0.4628309297561646,0.83
9,0.43833491325378415,0.85
10,0.41092921257019044,0.86
0,1.1022711086273194,0.31
1,0.9596928119659424,0.54
2,0.8241232681274414,0.58
3,0.6937019252777099,0.7
4,0.6404859018325806,0.69
5,0.6552468109130859,0.73
6,0.5517956924438476,0.76
7,0.5412103843688965,0.77
8,0.5253960561752319,0.78
9,0.5164081573486328,0.78
10,0.47978219509124753,0.78
0,1.0866715288162232,0.39
1,0.9328582668304444,0.64
2,0.8109487676620484,0.62
3,0.6416732692718505,0.73
4,0.6580032920837402,0.73
5,0.5941504096984863,0.75
6,0.5052600860595703,0.81
7,0.502977237701416,0.8
8,0.4291117334365845,0.83
9,0.42484588623046876,0.85
10,0.4326452350616455,0.86
0,1.0847900772094727,0.41
1,0.8789132595062256,0.62
2,1.0331917810440063,0.4
3,0.7444941234588623,0.71
4,0.7165178966522217,0.73
5,0.692381100654602,0.73
6,0.5989011335372925,0.74
7,0.6437524080276489,0.71
8,0.5206051683425903,0.77
9,0.5481196212768554,0.8
10,0.5057268285751343,0.77
0,1.1022711086273194,0.31
1,0.8102348470687866,0.65
2,0.7576989078521729,0.66
3,0.7231207180023194,0.69
4,0.7145409440994263,0.62
5,0.5828525686264038,0.73
6,0.5902908897399902,0.74
7,0.5831827068328858,0.76
8,0.5197385692596436,0.83
9,0.5880962038040161,0.77
10,0.48841493129730223,0.82
0,1.0866715288162232,0.39
1,1.1402795028686523,0.61
0,1.1022711086273194,0.31
1,0.8363045597076416,0.58
2,0.8098566102981567,0.65
3,0.7122689771652222,0.69
4,0.6292211484909057,0.73
5,0.5552941417694092,0.79
6,0.5049481916427613,0.79
7,0.5024423027038574,0.78
8,0.47302368640899656,0.79
9,0.43934154510498047,0.82
10,0.516538987159729,0.8
0,1.1022711086273194,0.31
1,0.8086439514160156,0.69
2,0.759393310546875,0.68
3,0.7506488800048828,0.66
4,0.6032697105407715,0.74
5,0.5544441723823548,0.74
6,0.5482064533233643,0.77
7,0.5002155017852783,0.76
8,0.4925695514678955,0.8
9,0.49086628437042235,0.8
10,0.4548587703704834,0.81
0,1.0866715288162232,0.39
1,0.9942900824546814,0.55
2,0.7903950786590577,0.76
3,0.6849657917022705,0.75
4,0.5931167507171631,0.77
5,0.5908136940002442,0.79
6,0.48037737369537353,0.83
7,0.48923768997192385,0.8
8,0.4472319412231445,0.83
9,0.42384073734283445,0.84
10,0.43180342197418214,0.82
0,1.1007552289962768,0.4
1,0.89929696559906,0.68
2,0.7147797250747681,0.66
3,0.7271398544311524,0.74
4,0.5867560958862305,0.76
5,0.5649183797836304,0.76
6,0.5516882801055908,0.76
7,0.52927001953125,0.76
8,0.4803484487533569,0.81
9,0.4475613832473755,0.82
10,0.43206544876098635,0.84
0,1.1022711086273194,0.31
1,1.024460256099701,0.58
2,0.8007820701599121,0.66
3,0.7061195278167725,0.71
4,0.6450259828567505,0.71
5,0.6234738683700561,0.72
6,0.5657344818115234,0.75
7,0.5436211967468262,0.79
8,0.5418666934967041,0.8
9,0.4785632228851318,0.84
10,0.4913067626953125,0.82
0,1.1022711086273194,0.31
1,0.8972271919250489,0.54
2,0.7539816856384277,0.71
3,0.7415405368804932,0.66
4,0.6466748714447021,0.71
5,0.6099404096603394,0.75
6,0.5569983386993408,0.77
7,0.4897875213623047,0.81
8,0.517997989654541,0.8
9,0.47711456298828125,0.81
10,0.5025556755065917,0.77
0,1.1022711086273194,0.31
1,0.9295171022415161,0.52
2,0.7737433004379273,0.68
3,0.685931167602539,0.72
4,0.6269179725646973,0.73
5,0.622488055229187,0.74
6,0.5522931241989135,0.79
7,0.5380926370620728,0.77
8,0.4899559211730957,0.81
9,0.4594572877883911,0.8
10,0.4775593948364258,0.85
0,1.0866715288162232,0.39
1,0.8910517978668213,0.58
2,0.7631738805770873,0.76
3,0.6149656581878662,0.75
4,0.6038784885406494,0.82
5,0.5601394987106323,0.84
6,0.527392921447754,0.8
7,0.47326174259185794,0.84
8,0.4329185390472412,0.84
9,0.46003910541534426,0.78
10,0.4162636423110962,0.84
0,1.1022711086273194,0.31
1,0.9524382019042968,0.51
2,0.8341114139556884,0.63
3,0.7076198625564575,0.72
4,0.6472156190872193,0.73
5,0.5552152299880981,0.79
6,0.7236929893493652,0.66
7,0.5551777410507203,0.75
8,0.5170968532562256,0.78
9,0.5538690567016602,0.75
10,0.5176282453536988,0.78
