round,loss,accuracy
0,1.09909077167511,0.22
1,1.4313776659965516,0.47
2,1.6742741680145263,0.47
3,1.6980937218666077,0.47
4,2.4258135986328124,0.47
5,3.2084713840484618,0.47
6,0.9794127321243287,0.62
7,0.5164690923690796,0.79
8,0.8111728286743164,0.77
9,0.5357425999641419,0.78
10,0.4453458547592163,0.84
0,1.09909077167511,0.22
1,1.3380145001411439,0.47
2,1.5797929430007935,0.47
3,1.8918326854705811,0.47
4,2.111859917640686,0.47
5,2.905345849990845,0.47
6,1.2287735080718993,0.51
7,0.4605092120170593,0.78
8,0.5759226953983307,0.77
9,0.8303125715255737,0.78
10,0.7041193771362305,0.72
0,1.097682271003723,0.31
1,1.6476056313514709,0.47
2,1.790150761604309,0.47
3,1.9424063110351562,0.47
4,2.803136668205261,0.47
5,4.207681322097779,0.47
6,1.6497596073150635,0.5
7,0.718609893321991,0.75
8,1.0400466704368592,0.74
9,1.8033515453338622,0.57
10,0.78916015625,0.77
0,1.097682271003723,0.31
1,1.3162810754776002,0.47
2,1.4432078671455384,0.47
3,1.3339854431152345,0.47
4,1.5976920080184938,0.47
5,3.1850020122528075,0.47
6,0.8040013074874878,0.64
7,1.058721933364868,0.62
8,0.907413296699524,0.72
9,0.5556876707077026,0.79
10,1.7159458565711976,0.57
0,1.09909077167511,0.22
1,1.472885136604309,0.47
2,1.4625738286972045,0.47
3,1.685227632522583,0.47
4,1.9800581073760986,0.47
5,2.84902916431427,0.47
6,0.9789987134933472,0.56
7,0.6145041358470916,0.68
8,0.5034434223175048,0.77
9,0.51184161901474,0.8
10,0.636871337890625,0.77
0,1.097682271003723,0.31
1,1.4809017729759217,0.47
2,1.5162374138832093,0.47
3,1.3025710487365723,0.47
4,1.5396071910858153,0.47
5,1.7772675609588624,0.47
6,0.7069366240501403,0.72
7,0.7603952884674072,0.74
8,1.056104016304016,0.71
9,0.8250804114341735,0.71
10,1.1045843172073364,0.66
0,1.097682271003723,0.31
1,1.2613781452178956,0.47
2,1.2771215415000916,0.47
3,1.1738388347625732,0.47
4,1.2430977964401244,0.47
5,4.038404426574707,0.47
6,1.1488692808151244,0.57
7,0.7251095795631408,0.76
8,1.9508318090438843,0.55
9,0.5952028775215149,0.72
10,0.5080366253852844,0.77
