round,loss,accuracy
0,1.1957195091247559,0.22
1,3.72828414440155,0.47
2,12.008848037719726,0.47
3,1.3095294809341431,0.59
4,0.7488003492355346,0.75
5,1.062738389968872,0.67
6,1.0674881553649902,0.64
7,1.567188024520874,0.62
8,0.4471518349647522,0.81
9,1.0990514755249023,0.71
10,0.23188332796096803,0.9
0,1.1957195091247559,0.22
1,6.3633280277252195,0.47
2,3.749194121360779,0.47
3,6.934362745285034,0.47
4,0.48317876815795896,0.82
5,0.6093690371513367,0.73
6,1.1718569660186768,0.55
7,0.24270999193191528,0.91
8,0.6773692274093628,0.74
9,0.3256571161746979,0.86
10,0.23362958431243896,0.91
0,1.0645706057548523,0.4
1,1.6014478516578674,0.47
2,4.179767999649048,0.47
3,2.245051589012146,0.63
4,0.9411437749862671,0.64
5,0.7056291770935058,0.72
6,1.8548780059814454,0.61
7,0.4178156900405884,0.87
8,0.5329307746887207,0.8
9,0.38583524703979494,0.85
10,0.5261826467514038,0.82
0,1.1957195091247559,0.22
1,7.726522312164307,0.47
2,1.4963926100730895,0.47
3,3.095201301574707,0.47
4,1.2678189969062805,0.63
5,2.3005005979537962,0.51
6,0.4393986439704895,0.82
7,0.7955545234680176,0.7
8,2.6534176540374754,0.41
9,0.7245251846313476,0.76
10,0.5373636436462402,0.82
0,1.1957195091247559,0.22
1,3.056978678703308,0.47
2,5.826889715194702,0.47
3,2.9831824111938476,0.48
4,0.901887640953064,0.71
5,0.9097129821777343,0.7
6,1.2454733657836914,0.62
7,0.4858467292785644,0.84
8,1.0064342975616456,0.67
9,0.3464188528060913,0.88
10,0.4909755992889404,0.79
0,1.0645706057548523,0.4
1,7.808200702667237,0.47
2,1.2953857624530791,0.48
3,1.8209759378433228,0.53
4,0.669244270324707,0.72
5,0.8829496479034424,0.74
6,0.40423964500427245,0.85
7,0.38378873348236087,0.85
8,0.9451195812225341,0.7
9,1.217246217727661,0.69
10,0.3564522480964661,0.84
0,1.1189544296264649,0.22
1,7.071888265609741,0.47
2,8.941649303436279,0.47
3,0.7606039094924927,0.69
4,2.0284474372863768,0.46
5,1.1839839601516724,0.64
6,2.2944733572006224,0.56
7,0.850357961654663,0.68
8,0.7171157264709472,0.71
9,0.7539360666275025,0.77
10,0.3032385492324829,0.89
