round,loss,accuracy
0,1.1186200694033974,0.13157894736842105
1,2.5221631150496635,0.2631578947368421
2,1.29681218297858,0.2631578947368421
3,1.7429884232972797,0.3684210526315789
4,1.31353423469945,0.3157894736842105
5,1.4533791542053223,0.42105263157894735
6,1.285689993908531,0.42105263157894735
7,1.1347874214774685,0.5263157894736842
8,1.144134759902954,0.5526315789473685
9,1.0722346054880243,0.5789473684210527
10,0.9972956055089047,0.631578947368421
0,1.0969199255893105,0.3684210526315789
1,1.7744066087823165,0.2631578947368421
2,1.470403972424959,0.2631578947368421
3,1.5437710912604081,0.2631578947368421
4,1.362841756720292,0.39473684210526316
5,1.1399879706533331,0.5
6,1.3365174845645302,0.47368421052631576
7,1.1824015692660683,0.47368421052631576
8,1.0418854638149864,0.5526315789473685
9,1.2381399807177091,0.5
10,1.013429792303788,0.5789473684210527
0,1.0779000081514056,0.5263157894736842
1,1.9511574193050987,0.5263157894736842
2,1.406128958651894,0.5789473684210527
3,1.209880552793804,0.5526315789473685
4,1.1805119765432257,0.6578947368421053
5,1.1097500073282343,0.6578947368421053
6,1.0347835139224404,0.7368421052631579
7,0.923233333386873,0.7368421052631579
8,1.2547543927242881,0.6578947368421053
9,1.169354288201583,0.6842105263157895
10,1.2429981733623303,0.6578947368421053
0,1.0969199255893105,0.3684210526315789
1,2.2748121713337146,0.42105263157894735
2,2.6519086235447933,0.5
3,2.8373415595606755,0.5
4,3.2201206558629085,0.5526315789473685
5,3.8253786940323677,0.5526315789473685
6,4.102519989013672,0.5526315789473685
7,4.461286544799805,0.5263157894736842
8,4.498751088192589,0.5526315789473685
9,5.330567359924316,0.5526315789473685
10,6.301887361626876,0.5526315789473685
0,1.1186200694033974,0.13157894736842105
1,3.7161230789987663,0.2631578947368421
2,1.3942028974231921,0.2631578947368421
3,1.5455890831194425,0.2631578947368421
4,1.6087198006479364,0.2894736842105263
5,1.5635698720028526,0.34210526315789475
6,1.1917998665257503,0.42105263157894735
7,1.0676665180607845,0.5263157894736842
8,1.0669070043061908,0.5263157894736842
9,1.1389164171720807,0.5526315789473685
10,1.0678635270972001,0.6052631578947368
0,1.0969199255893105,0.3684210526315789
1,1.9079685462148566,0.4473684210526316
2,1.5262662235059237,0.5
3,1.3996301450227435,0.6842105263157895
4,1.1187383626636707,0.7105263157894737
5,1.0522218628933555,0.6842105263157895
6,1.7711667010658665,0.6842105263157895
7,1.408828572223061,0.631578947368421
8,1.3493742189909284,0.6842105263157895
9,1.434265375137329,0.6578947368421053
10,2.0401921021310905,0.6578947368421053
0,1.0969199255893105,0.3684210526315789
1,3.090351330606561,0.4473684210526316
2,2.8545233826888237,0.47368421052631576
3,3.3363243153220727,0.5263157894736842
4,4.053343873274954,0.5
5,4.877745678550319,0.5526315789473685
6,5.593604941117136,0.5526315789473685
7,5.493575598064222,0.5526315789473685
8,5.415828604447214,0.5526315789473685
9,6.78013831690738,0.5526315789473685
10,5.214777745698628,0.5526315789473685
0,1.1034834133951288,0.2631578947368421
1,3.034378905045359,0.2631578947368421
2,1.6884294560081081,0.2631578947368421
3,1.478134456433748,0.2631578947368421
4,1.3325748067153127,0.3684210526315789
5,1.4228453134235584,0.3157894736842105
6,1.1449234611109684,0.4473684210526316
7,1.1412435456326133,0.5526315789473685
8,1.1641344396691573,0.5263157894736842
9,1.0298715014206736,0.6578947368421053
10,1.0113805218746788,0.5789473684210527
0,1.0779000081514056,0.5263157894736842
1,2.4369815023321855,0.6052631578947368
2,1.1662012150413112,0.5789473684210527
3,0.9559750556945801,0.631578947368421
4,1.090514860655132,0.631578947368421
5,0.9845109236867804,0.631578947368421
6,1.0543141992468583,0.631578947368421
