round,loss,accuracy
0,1.1001576328277587,0.22
1,1.1503618168830871,0.44
2,3.7455985879898073,0.44
3,3.049525694847107,0.44
4,1.4355352783203126,0.46
5,1.031697062253952,0.58
6,1.1828363239765167,0.53
7,0.7737608563899994,0.69
8,0.9339011704921723,0.65
9,0.6019866454601288,0.7
10,0.8726128971576691,0.74
0,1.1001576328277587,0.22
1,1.1085922360420226,0.44
2,4.051121916770935,0.44
3,3.3899620246887205,0.44
4,2.0057831454277038,0.44
5,1.6328441333770751,0.48
6,2.189453372955322,0.45
7,1.1479822599887848,0.55
8,0.618643366098404,0.75
9,0.9516859197616577,0.65
10,0.7060995185375214,0.76
0,1.0865833854675293,0.44
1,1.6049469375610352,0.44
2,4.660990734100341,0.44
3,2.681070818901062,0.44
4,1.219276647567749,0.46
5,0.8094166779518127,0.68
6,0.9314718341827393,0.54
7,0.8011941409111023,0.66
8,1.2273189258575439,0.47
9,0.5974021273851394,0.74
10,1.643524513244629,0.4
0,1.085171208381653,0.44
1,1.3505857300758362,0.44
2,4.597733221054077,0.44
3,4.678020601272583,0.44
4,2.3718925952911376,0.44
5,3.6136898136138917,0.44
6,0.8021175479888916,0.64
7,1.1476546025276184,0.51
8,1.8133777809143066,0.36
9,0.9579644107818603,0.59
10,0.8698634338378907,0.59
0,1.1001576328277587,0.22
1,1.102765350341797,0.44
2,3.517905764579773,0.44
3,3.61266704082489,0.44
4,2.496286313533783,0.44
5,1.0645012497901916,0.52
6,0.7450173211097717,0.72
7,0.9900291585922241,0.55
8,1.1030219066143037,0.58
9,0.7891893100738525,0.58
10,0.6207705157995224,0.76
0,1.0865833854675293,0.44
1,1.7909410548210145,0.44
2,4.095997958183289,0.44
3,3.8187483739852905,0.44
4,3.052252621650696,0.44
5,0.774510612487793,0.71
6,0.761187002658844,0.65
7,0.8479735851287842,0.58
8,0.7937734365463257,0.62
9,0.6491648745536804,0.75
10,0.7646719008684159,0.68
0,1.1001576328277587,0.22
1,1.1027152776718139,0.44
2,3.596627531051636,0.44
3,3.0576329708099363,0.44
4,3.07206910610199,0.44
5,1.0267212224006652,0.57
6,0.81604074716568,0.61
7,0.6904402351379395,0.69
8,0.9032326924800873,0.67
9,0.6359494662284851,0.72
10,0.6233461213111877,0.71
