round,global_accuracy
0,0.22
1,0.47
2,0.47
3,0.47
4,0.47333333333333333
5,0.4766666666666667
6,0.47333333333333333
7,0.66
8,0.6966666666666667
9,0.6966666666666667
10,0.6766666666666666
