round,global_accuracy
0,0.29
1,0.4166666666666667
2,0.4166666666666667
3,0.4166666666666667
4,0.42
5,0.43333333333333335
6,0.71
7,0.45666666666666667
8,0.73
9,0.77
10,0.5566666666666666
