round,loss,accuracy
0,1.1992921447753906,0.21
1,5.193628053665162,0.47
2,1.793723819255829,0.47
3,0.5346638643741608,0.79
4,0.7675343477725982,0.65
5,0.8379405808448791,0.65
6,0.6460523462295532,0.76
7,0.5634589910507202,0.77
8,0.45520907163619995,0.8
9,0.4695371127128601,0.83
10,0.7568471670150757,0.74
0,1.1613739728927612,0.21
1,3.5558473825454713,0.47
2,12.866839485168457,0.47
3,1.534367094039917,0.52
4,1.2677419471740723,0.63
5,1.4898332095146178,0.57
6,0.3867192822694778,0.86
7,0.6442223501205444,0.77
8,1.15516282081604,0.58
9,0.3036214447021484,0.87
10,0.6111303758621216,0.76
0,1.050466547012329,0.54
1,4.124715957641602,0.47
2,1.0800948643684387,0.6
3,1.237333378791809,0.63
4,0.771397922039032,0.73
5,0.41505668848752975,0.87
6,0.798732271194458,0.77
7,1.4543358993530273,0.59
8,1.17672532081604,0.71
9,0.5580897325277329,0.8
10,0.703851033449173,0.8
0,1.122462511062622,0.21
1,12.585917701721192,0.47
2,1.8486842393875123,0.49
3,2.0197347736358644,0.57
4,1.1957847261428833,0.55
5,0.4434344184398651,0.86
6,0.8143435287475586,0.76
7,1.6545592880249023,0.52
8,0.4496703013777733,0.83
9,0.9759174346923828,0.7
10,2.281834592819214,0.5
0,1.1221230554580688,0.21
1,4.720447664260864,0.47
2,1.8606573462486267,0.48
3,6.634224843978882,0.47
4,1.497147274017334,0.53
5,0.39983477354049685,0.82
6,0.6525736856460571,0.75
7,0.3603222370147705,0.87
8,0.9529443836212158,0.72
9,0.35666431188583375,0.86
10,0.5207533846795559,0.79
0,1.1992921447753906,0.21
1,4.1861771202087406,0.47
2,49.25445346832275,0.47
3,3.4129238605499266,0.44
4,1.3606050157546996,0.48
5,1.7515763854980468,0.44
6,0.8803869128227234,0.67
7,1.145749797821045,0.67
8,0.4161176472902298,0.85
9,0.5151155316829681,0.81
10,0.48065372943878176,0.78
0,1.122462511062622,0.21
1,7.070518445968628,0.47
2,3.076684732437134,0.47
3,2.364370449781418,0.47
4,0.6577050638198852,0.73
5,0.8753586912155151,0.66
6,0.4360716164112091,0.83
7,2.118007869720459,0.48
8,1.5293697929382324,0.49
9,0.4961510992050171,0.79
10,0.9850396680831909,0.69
