round,global_accuracy
0,0.29333333333333333
1,0.6
2,0.6133333333333333
3,0.7666666666666667
4,0.8266666666666667
5,0.82
6,0.84
7,0.8366666666666667
8,0.8366666666666667
9,0.8233333333333334
10,0.8266666666666667
