round,loss,accuracy
0,1.1187610853286016,0.0
1,1.62067724540109e-06,1.0
2,0.0,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1187610853286016,0.0
1,3.146503461591367e-05,1.0
2,1.1920928143029284e-07,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1187610853286016,0.0
1,0.00016200025233307054,1.0
2,6.701241329123843e-06,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1719430060613722,0.0
1,2.5378440373710225e-05,1.0
2,0.0,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1719430060613722,0.0
1,0.0006987290412542366,1.0
2,2.8383160795220605e-09,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.025520915076846,0.75
1,1.7810414950266325e-06,1.0
2,2.7745536672660992e-05,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1002726781935919,0.0
1,0.0,1.0
2,1.163709650124171e-07,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
