round,loss,accuracy
0,1.0990236711502075,0.23
1,1.2798706912994384,0.46
2,1.3582066488265991,0.46
3,1.3232371830940246,0.46
4,1.612529456615448,0.46
5,2.603414764404297,0.46
6,1.1965921115875244,0.54
7,0.6077425241470337,0.73
8,0.7421918678283691,0.73
9,0.5367809921503067,0.81
10,0.43479195952415467,0.83
0,1.0990236711502075,0.23
1,1.4900270533561706,0.46
2,1.6121714282035828,0.46
3,1.6318844628334046,0.46
4,2.50676486492157,0.46
5,3.38053279876709,0.46
6,1.8257970571517945,0.52
7,0.8555257034301758,0.69
8,0.5537914574146271,0.77
9,0.8421110200881958,0.74
10,0.49912543296813966,0.78
0,1.0990236711502075,0.23
1,1.4171938180923462,0.46
2,1.4075835466384887,0.46
3,1.667818477153778,0.46
4,1.8725349378585816,0.46
5,3.0670959520339967,0.46
6,1.3136003923416137,0.59
7,0.8290880107879639,0.67
8,0.8272586715221405,0.66
9,0.6217855179309845,0.81
10,0.7702482050657272,0.73
0,1.0990236711502075,0.23
1,1.2424229574203491,0.46
2,1.3284374403953552,0.46
3,1.2708159589767456,0.46
4,1.9630452227592468,0.46
5,3.9834891605377196,0.46
6,1.0118679022789,0.67
7,0.5738618898391724,0.76
8,0.7940436744689942,0.75
9,0.6816426098346711,0.74
10,0.7239877462387085,0.77
