round,loss,accuracy
0,1.0980202865600586,0.31333333333333335
1,1.3739355214436848,0.37333333333333335
2,3.5748816935221353,0.37333333333333335
3,3.312226104736328,0.37333333333333335
4,2.402463607788086,0.38
5,1.435606486002604,0.38666666666666666
6,0.7193827184041341,0.6866666666666666
7,1.8376668548583985,0.4266666666666667
8,0.7141172281901041,0.7
9,0.6053115208943685,0.7933333333333333
10,1.2456681823730469,0.5333333333333333
0,1.0995967229207357,0.31333333333333335
1,2.1393182373046873,0.37333333333333335
2,5.867555135091146,0.37333333333333335
3,4.245484873453776,0.37333333333333335
4,1.720266596476237,0.37333333333333335
5,1.5345213826497395,0.38
6,0.7767916107177735,0.6466666666666666
7,0.6336326917012532,0.6466666666666666
8,0.7024527740478516,0.64
9,0.8812989044189453,0.5933333333333334
10,0.6551255035400391,0.6933333333333334
0,1.0980202865600586,0.31333333333333335
1,1.759077631632487,0.37333333333333335
2,4.74566172281901,0.37333333333333335
3,3.4341229756673175,0.37333333333333335
4,1.2418109130859376,0.3933333333333333
5,0.6532471974690756,0.64
6,1.353059565226237,0.49333333333333335
7,0.6163350995381673,0.6466666666666666
8,0.9678317642211914,0.5533333333333333
9,0.6793213589986166,0.6333333333333333
10,1.847032470703125,0.4
0,1.0997068277994793,0.31333333333333335
1,2.258851496378581,0.37333333333333335
2,5.628710530598958,0.37333333333333335
3,4.0243458048502605,0.37333333333333335
4,0.7809550603230794,0.5933333333333334
5,0.9745784886678059,0.5666666666666667
6,0.869985834757487,0.54
7,0.6690726979573568,0.6866666666666666
8,0.7724686368306478,0.5866666666666667
9,0.6122821617126465,0.72
10,1.4591790008544923,0.6266666666666667
