round,loss,accuracy
0,1.098359136581421,0.23
1,1.1027778148651124,0.46
2,3.8217191171646117,0.46
3,3.088750886917114,0.46
4,3.1864538383483887,0.46
5,1.0784510707855224,0.56
6,1.1909619688987731,0.52
7,0.6645226621627808,0.62
8,2.341346786022186,0.47
9,1.0868022918701172,0.52
10,1.363270672559738,0.52
0,1.098359136581421,0.23
1,1.1432415914535523,0.46
2,4.2815848207473755,0.46
3,3.1864902782440185,0.46
4,2.9828633952140806,0.46
5,1.5518099677562713,0.49
6,1.3295664978027344,0.51
7,0.791817889213562,0.56
8,1.1265917682647706,0.53
9,0.8144476556777954,0.66
10,0.5392881846427917,0.77
0,1.098359136581421,0.23
1,1.1213925743103028,0.46
2,3.9731751585006716,0.46
3,2.8560435342788697,0.46
4,1.8108683800697327,0.47
5,1.6695605301856995,0.48
6,0.6420688199996948,0.77
7,0.775861611366272,0.64
8,1.6665066266059876,0.51
9,0.6957347106933593,0.71
10,0.7091847372055053,0.61
0,1.098359136581421,0.23
1,1.0858434343338013,0.46
2,3.5678431844711302,0.46
3,3.1440833377838135,0.46
4,2.3259894824028016,0.46
5,2.0359445810317993,0.47
6,1.4302930748462677,0.49
7,0.8617837476730347,0.5
8,0.6212365579605102,0.61
9,0.6956972122192383,0.71
10,1.1221471011638642,0.55
