round,loss,accuracy
0,1.0320959318251837,1.0
1,0.32286585512615384,1.0
2,0.00018835570552341995,1.0
3,4.257474373048353e-09,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.070092064993722,0.0
1,0.4155491420200893,1.0
2,0.0007903123984024638,1.0
3,2.838316248698902e-09,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.0717474392482214,1.0
1,0.5984744344438825,1.0
2,0.004923633078024501,1.0
3,2.9305566342719386e-06,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.070092064993722,0.0
1,0.3079025575092861,1.0
2,0.00012247275749576234,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.0717474392482214,1.0
1,0.3416604484830584,1.0
2,0.00021599143344376768,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.10043918518793,0.0
1,0.7993582543872652,1.0
2,0.03497252861658732,1.0
3,4.110074812723767e-05,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.070092064993722,0.0
1,0.32329329990205313,1.0
2,0.00023447724414013682,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
