round,loss,accuracy
0,1.0980295372009277,0.5
1,1.4417607688903809,0.5
2,1.3776632738113403,0.5
3,1.161403398513794,0.5
4,1.3155541276931764,0.5
5,1.4601251077651978,0.5
6,0.7719026160240173,0.7
7,0.8341035509109497,0.72
8,0.6354040604829788,0.75
9,0.5836316825449467,0.79
10,0.6053421417344361,0.77
0,1.0937422180175782,0.5
1,1.2336865162849426,0.5
2,1.2134121799468993,0.5
3,1.2719145870208741,0.5
4,1.523632094860077,0.5
5,2.389791088104248,0.5
6,0.8910181713104248,0.58
7,0.8977096199989318,0.68
8,0.4850106573104858,0.75
9,0.4479490411281586,0.79
10,0.5785268926620484,0.82
0,1.0988858079910278,0.21
1,1.3850428915023805,0.5
2,1.3634541702270508,0.5
3,1.2751946473121643,0.5
4,1.4166512537002562,0.5
5,2.2078731203079225,0.5
6,1.2118249869346618,0.56
7,0.8572640264034271,0.75
8,0.5688512110710144,0.71
9,0.5139624464511872,0.84
10,0.5074949836730958,0.82
0,1.0988858079910278,0.21
1,1.3817073345184325,0.5
2,1.40790931224823,0.5
3,1.694589114189148,0.5
4,1.6644811034202576,0.5
5,1.883838596343994,0.5
6,1.1669404554367064,0.61
7,0.590967845916748,0.73
8,0.8720118427276611,0.77
9,1.1180899381637572,0.62
10,0.5802047967910766,0.77
0,1.0988858079910278,0.21
1,1.236374988555908,0.5
2,1.258742322921753,0.5
3,1.3814782643318175,0.5
4,1.9258535933494567,0.5
5,2.6687616109848022,0.5
6,1.8469626474380494,0.52
7,0.46663840174674986,0.82
8,0.4746649074554443,0.8
9,0.7415568113327027,0.73
10,0.6420094931125641,0.81
0,1.0988858079910278,0.21
1,1.1532887053489684,0.5
2,1.2075495386123658,0.5
3,1.0978115725517272,0.5
4,1.3312557888031007,0.5
5,2.32611599445343,0.5
6,1.6104041504859925,0.57
7,0.5145351147651672,0.8
8,0.638817989230156,0.79
9,0.7020931720733643,0.72
10,0.795533517897129,0.72
0,1.0988858079910278,0.21
1,1.3386305856704712,0.5
2,1.4077048134803771,0.5
3,1.798671863079071,0.5
4,2.0501623916625977,0.5
5,2.614759702682495,0.5
6,0.778244069814682,0.66
7,0.5605525076389313,0.75
8,0.6413537910580636,0.73
9,1.5450060367584229,0.68
10,0.9917456078529358,0.68
