round,loss,accuracy
0,1.1008352088928222,0.32
1,0.9201048374176025,0.59
2,0.7203803873062133,0.72
3,0.6173779773712158,0.8
4,0.5464154767990113,0.82
5,0.479281405210495,0.85
6,0.46008891582489014,0.83
7,0.41212318420410154,0.87
8,0.4292071986198425,0.82
9,0.3945037180185318,0.87
10,0.4020310091972351,0.81
0,1.1008352088928222,0.32
1,1.0060111665725708,0.51
2,0.7787453246116638,0.61
3,0.6192483186721802,0.77
4,0.5744933402538299,0.78
5,0.44654541730880737,0.86
6,0.5433033001422882,0.76
7,0.4838335168361664,0.81
8,0.3933699560165405,0.89
9,0.3952255606651306,0.83
10,0.35996672868728635,0.88
0,1.1414994716644287,0.2
1,1.2181926703453063,0.47
2,1.03099853515625,0.56
3,0.7848712062835693,0.64
4,0.6486174511909485,0.74
5,0.6051083183288575,0.75
6,0.6029214692115784,0.79
7,0.4420598542690277,0.83
8,0.47123764872550966,0.84
9,0.4364796620607376,0.84
10,0.3911639967560768,0.88
0,1.0794007968902588,0.39
1,1.0396168422698975,0.35
2,0.7553075456619263,0.79
3,0.667051054239273,0.75
4,0.49435627698898316,0.84
5,0.5661885094642639,0.77
6,0.4244022387266159,0.82
7,0.40157453417778016,0.82
8,0.3903290957212448,0.85
9,0.4385514283180237,0.84
10,0.35446847885847094,0.88
0,1.127735538482666,0.3
1,1.1070657062530518,0.31
2,0.7671185517311097,0.59
3,0.6674586153030395,0.74
4,0.5266946041584015,0.84
5,0.490545357465744,0.84
6,0.4554367303848267,0.88
7,0.44692920207977294,0.87
8,0.403961620926857,0.86
9,0.382388721704483,0.89
10,0.38584827005863187,0.89
0,1.1008352088928222,0.32
1,1.2148733520507813,0.62
2,0.7915634632110595,0.72
3,0.6146510696411133,0.81
4,0.5910022342205048,0.75
5,0.4681909477710724,0.84
6,0.416650612950325,0.86
7,0.4467210340499878,0.83
8,0.37520970463752745,0.84
9,0.4571612644195557,0.82
10,0.3299544411897659,0.85
0,1.0794007968902588,0.39
1,0.9559253454208374,0.59
2,0.6717304825782776,0.79
3,0.5952802205085754,0.81
4,0.5355982446670532,0.82
5,0.5501387119293213,0.74
6,0.43520415425300596,0.83
7,0.39625410735607147,0.85
8,0.37864488542079927,0.85
9,0.3754860502481461,0.89
10,0.36905839264392853,0.84
