round,loss,accuracy
0,1.1069937110843515,0.0
1,1.7988931812622577e-06,1.0
2,4.48155191820558e-09,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1069937110843515,0.0
1,3.790322577850403e-05,1.0
2,1.192092822850811e-07,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1692665178972976,0.0
1,3.030281822473735e-05,1.0
2,1.7926206818034064e-09,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1054145483146036,0.0
1,7.454575808837842e-06,1.0
2,6.274172760281784e-09,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1692665178972976,0.0
1,0.0007480525576222435,1.0
2,8.066793121539595e-09,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1054145483146036,0.0
1,7.170483101183487e-09,1.0
2,1.1114248846902605e-07,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
0,1.1054145483146036,0.0
1,8.873472727527017e-08,1.0
2,4.481551971629845e-09,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
