round,loss,accuracy
0,1.142490348815918,0.22
1,0.6736352348327637,0.7
2,0.6624054527282714,0.74
3,0.49816179275512695,0.86
4,0.4501429748535156,0.86
5,0.40855907440185546,0.9
6,0.29894825935363767,0.92
7,0.31203847885131836,0.92
8,0.3321992492675781,0.9
9,0.3226952075958252,0.9
10,0.31109749794006347,0.92
0,1.142490348815918,0.22
1,0.7642833328247071,0.72
2,0.6099702835083007,0.8
3,0.555193862915039,0.84
4,0.4797199249267578,0.88
5,0.4400313377380371,0.84
6,0.37410134315490723,0.92
7,0.3129226493835449,0.94
8,0.29986905097961425,0.92
9,0.34671098709106446,0.92
10,0.31151768684387204,0.92
0,1.140830535888672,0.28
1,0.9092529106140137,0.68
2,0.9811733818054199,0.74
3,0.5728369522094726,0.84
4,0.43412879943847654,0.92
5,0.34977294921875,0.94
6,0.29607210159301756,0.92
7,0.31085371017456054,0.9
8,0.2669632244110107,0.92
9,0.30189780235290525,0.9
10,0.2598714256286621,0.9
0,1.0994022750854493,0.34
1,0.8919600677490235,0.62
2,0.7148607063293457,0.72
3,0.5916553306579589,0.86
4,0.5711825942993164,0.84
5,0.5252824020385742,0.8
6,0.551093692779541,0.74
7,0.4540818405151367,0.84
8,0.5094116687774658,0.78
9,0.42033995628356935,0.86
10,0.4209334945678711,0.86
0,1.1088461303710937,0.3
1,0.9201932525634766,0.48
2,0.6439212417602539,0.88
3,0.44490489006042483,0.9
4,0.42095199584960935,0.86
5,0.36574761390686034,0.92
6,0.3525184535980225,0.94
7,0.27726011276245116,0.94
8,0.2721824073791504,0.94
9,0.26042054176330565,0.92
10,0.2689682579040527,0.92
0,1.0994022750854493,0.34
0,1.1002143096923829,0.3
1,0.8477533721923828,0.74
2,0.7061662673950195,0.66
3,0.6506042289733887,0.82
4,0.5736215209960938,0.86
5,0.4623036193847656,0.9
6,0.37778534889221194,0.94
7,0.3410459804534912,0.94
8,0.3199655723571777,0.94
9,0.3141565990447998,0.94
10,0.28431225776672364,0.94
0,1.0994022750854493,0.34
1,0.7340544319152832,0.76
2,0.5217510604858399,0.92
3,0.5941371917724609,0.7
4,0.4739961051940918,0.88
5,0.3530124759674072,0.94
6,0.38818275451660156,0.86
7,0.3831531524658203,0.9
8,0.3529445457458496,0.92
9,0.2994018268585205,0.92
10,0.4319165802001953,0.84
0,1.0994022750854493,0.34
1,0.9597253036499024,0.34
2,0.7171136283874512,0.8
3,0.7287440299987793,0.74
4,0.5090520286560059,0.86
5,0.5013505363464356,0.94
6,0.4978987693786621,0.82
7,0.45700510025024416,0.88
8,0.37620617866516115,0.92
9,0.4237696838378906,0.84
10,0.34795418739318845,0.9
