round,client_id,accuracy,loss
0,0,0.21,1.1968663024902344
0,1,0.25,1.1758613586425781
1,0,0.5,4.301298675537109
1,1,0.47,4.633122682571411
2,0,0.5,3.3206242084503175
2,1,0.47,3.656788716316223
3,0,0.58,1.34302677154541
3,1,0.51,1.395490713119507
4,0,0.34,3.8943528747558593
4,1,0.4,3.886611976623535
5,0,0.81,0.5500693553686142
5,1,0.79,0.5368753945827485
6,0,0.58,2.670854754447937
6,1,0.5,2.9857930994033812
7,0,0.83,0.40549379140138625
7,1,0.8,0.4958570641279221
8,0,0.85,0.3892706841230392
8,1,0.82,0.4070821976661682
9,0,0.74,0.8497970521450042
9,1,0.75,0.6790930998325347
10,0,0.5,2.1718826341629027
10,1,0.46,2.1755020332336428
