round,client_id,accuracy,loss
0,0,0.21,1.1988802289962768
0,1,0.23,1.1875178050994872
1,0,0.5,6.387549905776978
1,1,0.47,6.782372407913208
2,0,0.5,4.663779840469361
2,1,0.47,4.936239471435547
3,0,0.51,2.8626391172409056
3,1,0.47,2.8837151193618773
4,0,0.83,0.46200663566589356
4,1,0.85,0.39479854583740237
5,0,0.6,1.386436858177185
5,1,0.59,1.4393337678909301
6,0,0.82,0.4304380226135254
6,1,0.84,0.40786132097244265
7,0,0.78,0.5246562719345093
7,1,0.87,0.31758861064910887
8,0,0.42,2.3624329662322996
8,1,0.47,2.23006667137146
9,0,0.66,1.4071236562728882
9,1,0.69,1.342072558403015
10,0,0.49,2.3892298126220703
10,1,0.52,1.8761905097961427
