round,global_accuracy
0,0.24414715719063546
1,0.47157190635451507
2,0.47157190635451507
3,0.47157190635451507
4,0.47157190635451507
5,0.47157190635451507
6,0.6220735785953178
7,0.6722408026755853
8,0.6488294314381271
9,0.68561872909699
10,0.7090301003344481
