round,client_id,accuracy,loss
0,0,0.35,1.0826375770568848
0,1,0.34,1.0905217218399048
1,0,0.55,0.9572676610946655
1,1,0.54,0.984546513557434
2,0,0.68,0.7985830473899841
2,1,0.76,0.8026646089553833
3,0,0.7,0.717827570438385
3,1,0.7,0.6716034436225891
4,0,0.74,0.6324512481689453
4,1,0.78,0.5512888246774673
5,0,0.77,0.608348994255066
5,1,0.81,0.5062838590145111
6,0,0.74,0.5578320717811585
6,1,0.82,0.47321352183818816
7,0,0.73,0.5842100954055787
7,1,0.8,0.5113711531460285
8,0,0.79,0.4989571452140808
8,1,0.86,0.4180801582336426
9,0,0.75,0.5885533571243287
9,1,0.77,0.5050115686655045
10,0,0.76,0.45849247932434084
10,1,0.87,0.3360850620269775
