round,client_id,accuracy,loss
0,0,0.23,1.189366912841797
0,1,0.23,1.1875178050994872
1,0,0.46,3.3214595556259154
1,1,0.47,3.2949439334869384
2,0,0.46,3.568192548751831
2,1,0.47,3.5869881916046142
3,0,0.64,1.5916996598243713
3,1,0.63,1.5339729118347167
4,0,0.6,1.6406540417671203
4,1,0.62,1.496536283493042
5,0,0.67,1.089660587310791
5,1,0.61,0.9237062454223632
6,0,0.64,1.3762385004758835
6,1,0.63,1.2102140855789185
7,0,0.5,2.987907638549805
7,1,0.47,2.895216369628906
8,0,0.62,1.1198699474334717
8,1,0.77,0.6910106372833252
9,0,0.73,1.1464682663977146
9,1,0.74,0.8374734354019165
10,0,0.79,0.607577871978283
10,1,0.81,0.5605934858322144
