round,client_id,accuracy,loss
0,0,0.36,1.0864877128601074
0,1,0.39,1.0794007968902588
1,0,0.63,0.9493580198287964
1,1,0.59,0.9559253454208374
2,0,0.77,0.6874982309341431
2,1,0.79,0.6717304825782776
3,0,0.75,0.6374755251407623
3,1,0.81,0.5952802205085754
4,0,0.79,0.578621677160263
4,1,0.82,0.5355982446670532
5,0,0.78,0.5980254852771759
5,1,0.74,0.5501387119293213
6,0,0.86,0.4894558072090149
6,1,0.83,0.43520415425300596
7,0,0.86,0.4496118354797363
7,1,0.85,0.39625410735607147
8,0,0.83,0.43189635515213015
8,1,0.85,0.37864488542079927
9,0,0.87,0.4370745754241943
9,1,0.89,0.3754860502481461
10,0,0.86,0.4141931790113449
10,1,0.84,0.36905839264392853
