round,client_id,accuracy,loss
0,0,0.3,1.1294632959365845
0,1,0.31333333333333335,1.1274800237019857
1,0,0.49,4.384343738555908
1,1,0.37333333333333335,5.144160461425781
2,0,0.6,1.1917503452301026
2,1,0.5,1.3795134989420572
3,0,0.52,1.8488448643684388
3,1,0.37333333333333335,2.613966318766276
4,0,0.87,0.3117548343539238
4,1,0.86,0.3745118141174316
5,0,0.9,0.3003047032654285
5,1,0.8866666666666667,0.36662595748901367
6,0,0.74,0.8086595606803894
6,1,0.7866666666666666,0.639044984181722
7,0,0.68,0.9015527606010437
7,1,0.7333333333333333,0.6765546480814616
8,0,0.52,1.5221206188201903
8,1,0.68,1.0113563346862793
9,0,0.79,0.5306659090518951
9,1,0.7866666666666666,0.7615880076090494
10,0,0.85,0.3973734132945538
10,1,0.84,0.42877792994181313
