round,global_accuracy
0,0.5019157088122606
1,0.5019157088122606
2,0.5019157088122606
3,0.5019157088122606
4,0.578544061302682
5,0.6973180076628352
6,0.5172413793103449
7,0.6436781609195402
8,0.6398467432950191
9,0.6628352490421456
10,0.5095785440613027
