round,global_accuracy
0,0.22333333333333333
1,0.48
2,0.49333333333333335
3,0.48
4,0.49666666666666665
5,0.76
6,0.68
7,0.8433333333333334
8,0.72
9,0.85
10,0.7766666666666666
