round,client_id,accuracy,loss
0,0,0.5263157894736842,1.0779000081514056
0,1,0.38513513513513514,1.097066879272461
1,0,0.5263157894736842,1.8662732274908769
1,1,0.75,0.5569545964936953
2,0,0.6578947368421053,1.1458013434159129
2,1,0.8175675675675675,0.46650804055703654
3,0,0.5789473684210527,1.3811568209999485
3,1,0.8445945945945946,0.4010116538485965
4,0,0.7368421052631579,1.003708889609889
4,1,0.8378378378378378,0.4132079369313008
5,0,0.7105263157894737,0.983940275091874
5,1,0.8648648648648649,0.35650882849822174
6,0,0.6842105263157895,1.0450933230550665
6,1,0.7972972972972973,0.4179188625232593
7,0,0.631578947368421,1.2310259844127454
7,1,0.8783783783783784,0.3499038090576997
8,0,0.7368421052631579,0.850210986639324
8,1,0.8716216216216216,0.3794784288148622
9,0,0.631578947368421,1.2611255645751953
9,1,0.8986486486486487,0.3011339451815631
10,0,0.7105263157894737,1.0600716189334267
10,1,0.8918918918918919,0.31790057066324595
