round,global_accuracy
0,0.36333333333333334
1,0.69
2,0.6066666666666667
3,0.7166666666666667
4,0.7866666666666666
5,0.7633333333333333
6,0.82
7,0.84
8,0.8366666666666667
9,0.8433333333333334
10,0.8633333333333333
